event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,Georgia_score,Czech Republic_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure
119662,3938642,2,71,0,00:26:00.060,Ball Receipt*,Ondřej Lingr,Czech Republic,Czech Republic,77.5,12.2,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,1,0,0,0,1,1,2,0,0,Pass,Ladislav Krejčí,Czech Republic,70.0,59.0,Carry,Ondřej Lingr,Czech Republic,True,42.5,False,False,False
119663,3938642,2,71,0,00:26:00.060,Carry,Ondřej Lingr,Czech Republic,Czech Republic,77.5,12.2,,1.171086,From Goal Kick,,,,,,,,,,,,False,71.6,12.6,5.913543776789013,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Ondřej Lingr,Czech Republic,71.0,0.0,Pass,Ondřej Lingr,Czech Republic,True,42.5,False,False,False
119664,3938642,2,71,1,00:26:01.231,Pass,Ondřej Lingr,Czech Republic,Czech Republic,71.6,12.6,,0.841748,From Goal Kick,Ladislav Krejčí,8.780091,Ground Pass,,2.4935358,64.6,17.9,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,1,0,0,0,1,1,2,0,0,Carry,Ondřej Lingr,Czech Republic,71.0,0.0,Ball Receipt*,Ladislav Krejčí,Czech Republic,True,48.400000000000006,False,False,False
119665,3938642,2,71,2,00:26:02.073,Ball Receipt*,Ladislav Krejčí,Czech Republic,Czech Republic,64.6,17.9,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Pass,Ondřej Lingr,Czech Republic,71.0,1.0,Carry,Ladislav Krejčí,Czech Republic,True,55.400000000000006,False,False,False
119666,3938642,2,71,2,00:26:02.073,Carry,Ladislav Krejčí,Czech Republic,Czech Republic,64.6,17.9,,1.059761,From Goal Kick,,,,,,,,,,,,False,63.2,18.1,1.4142135623730872,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Ladislav Krejčí,Czech Republic,71.0,2.0,Pass,Ladislav Krejčí,Czech Republic,True,55.400000000000006,False,False,False
119667,3938642,2,71,3,00:26:03.133,Pass,Ladislav Krejčí,Czech Republic,Czech Republic,63.2,18.1,,1.263685,From Goal Kick,Robin Hranáč,16.920107,Ground Pass,,2.2178435,53.0,31.6,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Carry,Ladislav Krejčí,Czech Republic,71.0,2.0,Ball Receipt*,Robin Hranáč,Czech Republic,True,56.8,False,False,False
119668,3938642,2,71,4,00:26:04.396,Ball Receipt*,Robin Hranáč,Czech Republic,Czech Republic,53.0,31.6,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,2,0,0,Pass,Ladislav Krejčí,Czech Republic,71.0,3.0,Carry,Robin Hranáč,Czech Republic,True,67.0,False,False,False
119669,3938642,2,71,4,00:26:04.396,Carry,Robin Hranáč,Czech Republic,Czech Republic,53.0,31.6,,1.3136,From Goal Kick,,,,,,,,,,,,False,55.7,37.5,6.488451279003334,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Robin Hranáč,Czech Republic,71.0,4.0,Pass,Robin Hranáč,Czech Republic,True,67.0,False,False,False
119670,3938642,2,71,5,00:26:05.710,Pass,Robin Hranáč,Czech Republic,Czech Republic,55.7,37.5,,1.271877,From Goal Kick,Tomáš Holeš,18.75793,Ground Pass,,1.4047712,58.8,56.0,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,2,0,0,Carry,Robin Hranáč,Czech Republic,71.0,4.0,Ball Receipt*,Tomáš Holeš,Czech Republic,True,64.3,False,False,False
119671,3938642,2,71,6,00:26:06.982,Ball Receipt*,Tomáš Holeš,Czech Republic,Czech Republic,58.8,56.0,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,0,0,1,1,2,0,0,Pass,Robin Hranáč,Czech Republic,71.0,5.0,Carry,Tomáš Holeš,Czech Republic,True,61.2,False,False,False
119672,3938642,2,71,6,00:26:06.982,Carry,Tomáš Holeš,Czech Republic,Czech Republic,58.8,56.0,,1.953619,From Goal Kick,,,,,,,,,,,,False,64.7,58.3,6.33245607959503,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Tomáš Holeš,Czech Republic,71.0,6.0,Pass,Tomáš Holeš,Czech Republic,True,61.2,False,False,False
119673,3938642,2,71,8,00:26:08.936,Pass,Tomáš Holeš,Czech Republic,Czech Republic,64.7,58.3,,1.148652,From Goal Kick,Mojmír Chytil,26.406816,Ground Pass,,0.02272336,91.1,58.9,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,0,0,1,1,2,0,0,Carry,Tomáš Holeš,Czech Republic,71.0,6.0,Pressure,Guram Kashia,Georgia,False,55.3,False,False,False
119674,3938642,2,71,9,00:26:09.945,Pressure,Guram Kashia,Georgia,Czech Republic,26.6,23.3,,0.342675,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,3,0,0,Pass,Tomáš Holeš,Czech Republic,71.0,8.0,Ball Receipt*,Mojmír Chytil,Czech Republic,False,93.4,False,False,False
119675,3938642,2,71,10,00:26:10.084,Ball Receipt*,Mojmír Chytil,Czech Republic,Czech Republic,91.1,58.9,True,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,1,0,0,0,1,1,2,0,0,Pressure,Guram Kashia,Georgia,71.0,9.0,Carry,Mojmír Chytil,Czech Republic,True,28.900000000000006,False,False,True
119676,3938642,2,71,10,00:26:10.084,Carry,Mojmír Chytil,Czech Republic,Czech Republic,91.1,58.9,True,1.363381,From Goal Kick,,,,,,,,,,,,False,84.4,67.5,10.901834707974611,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Mojmír Chytil,Czech Republic,71.0,10.0,Pass,Mojmír Chytil,Czech Republic,True,28.900000000000006,False,False,False
119677,3938642,2,71,11,00:26:11.448,Pass,Mojmír Chytil,Czech Republic,Czech Republic,84.4,67.5,,1.270258,From Goal Kick,Vladimír Coufal,12.137957,Low Pass,,2.2686992,76.6,76.8,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,1,0,0,0,1,1,2,0,0,Carry,Mojmír Chytil,Czech Republic,71.0,10.0,Ball Receipt*,Vladimír Coufal,Czech Republic,True,35.599999999999994,False,False,False
119678,3938642,2,71,12,00:26:12.718,Ball Receipt*,Vladimír Coufal,Czech Republic,Czech Republic,76.6,76.8,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,1,0,0,0,1,1,2,0,0,Pass,Mojmír Chytil,Czech Republic,71.0,11.0,Carry,Vladimír Coufal,Czech Republic,True,43.400000000000006,False,False,False
119679,3938642,2,71,12,00:26:12.718,Carry,Vladimír Coufal,Czech Republic,Czech Republic,76.6,76.8,,0.752399,From Goal Kick,,,,,,,,,,,,False,76.6,77.1,0.29999999999999716,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Vladimír Coufal,Czech Republic,71.0,12.0,Pass,Vladimír Coufal,Czech Republic,True,43.400000000000006,False,False,False
119680,3938642,2,71,13,00:26:13.470,Pass,Vladimír Coufal,Czech Republic,Czech Republic,76.6,77.1,,0.862922,From Goal Kick,Tomáš Souček,10.2,Ground Pass,,-1.5707964,76.6,66.9,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,1,0,0,0,1,1,2,0,0,Carry,Vladimír Coufal,Czech Republic,71.0,12.0,Ball Receipt*,Tomáš Souček,Czech Republic,True,43.400000000000006,False,False,False
119681,3938642,2,71,14,00:26:14.333,Ball Receipt*,Tomáš Souček,Czech Republic,Czech Republic,76.6,66.9,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,0,0,1,1,2,0,0,Pass,Vladimír Coufal,Czech Republic,71.0,13.0,Carry,Tomáš Souček,Czech Republic,True,43.400000000000006,False,False,False
119682,3938642,2,71,14,00:26:14.333,Carry,Tomáš Souček,Czech Republic,Czech Republic,76.6,66.9,,2.40931,From Goal Kick,,,,,,,,,,,,False,77.7,55.7,11.253888216967507,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Tomáš Souček,Czech Republic,71.0,14.0,Pass,Tomáš Souček,Czech Republic,True,43.400000000000006,False,False,False
119683,3938642,2,71,16,00:26:16.742,Pass,Tomáš Souček,Czech Republic,Czech Republic,77.7,55.7,,1.570328,From Goal Kick,Ladislav Krejčí,23.668121,Ground Pass,,-1.8578016,71.0,33.0,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,0,0,1,1,2,0,0,Carry,Tomáš Souček,Czech Republic,71.0,14.0,Ball Receipt*,Ladislav Krejčí,Czech Republic,True,42.3,False,False,False
119684,3938642,2,71,18,00:26:18.313,Ball Receipt*,Ladislav Krejčí,Czech Republic,Czech Republic,71.0,33.0,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Pass,Tomáš Souček,Czech Republic,71.0,16.0,Carry,Ladislav Krejčí,Czech Republic,True,49.0,False,False,False
119685,3938642,2,71,18,00:26:18.313,Carry,Ladislav Krejčí,Czech Republic,Czech Republic,71.0,33.0,,3.089131,From Goal Kick,,,,,,,,,,,,False,82.5,28.6,12.313001258832063,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Ladislav Krejčí,Czech Republic,71.0,18.0,Shot,Ladislav Krejčí,Czech Republic,True,49.0,False,False,False
119686,3938642,2,71,21,00:26:21.402,Shot,Ladislav Krejčí,Czech Republic,Czech Republic,82.5,28.6,,0.088222,From Goal Kick,,,,,,,,Blocked,0.005695847,Left Foot,Normal,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Carry,Ladislav Krejčí,Czech Republic,71.0,18.0,Block,Anzor Mekvabishvili,Georgia,False,37.5,False,False,False
119687,3938642,2,71,21,00:26:21.490,Block,Anzor Mekvabishvili,Georgia,Czech Republic,32.4,49.8,,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,0,0,1,1,3,0,0,Shot,Ladislav Krejčí,Czech Republic,71.0,21.0,Goal Keeper,Giorgi Mamardashvili,Georgia,True,87.6,False,False,False
119688,3938642,2,71,22,00:26:22.887,Goal Keeper,Giorgi Mamardashvili,Georgia,Czech Republic,4.2,41.5,,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,1,0,0,0,1,1,3,0,0,Block,Anzor Mekvabishvili,Georgia,71.0,21.0,Pass,Vladimír Coufal,Czech Republic,False,115.8,False,False,False
119689,3938642,2,71,43,00:26:43.538,Pass,Vladimír Coufal,Czech Republic,Czech Republic,120.0,80.0,,1.738251,From Corner,Ondřej Lingr,40.9695,High Pass,Incomplete,-1.7997905,110.7,40.1,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,1,0,0,0,1,1,2,0,0,Goal Keeper,Giorgi Mamardashvili,Georgia,71.0,22.0,Ball Receipt*,Ondřej Lingr,Czech Republic,True,0.0,False,True,False
119690,3938642,2,71,45,00:26:45.276,Ball Receipt*,Ondřej Lingr,Czech Republic,Czech Republic,109.9,41.1,,,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,1,0,0,0,1,1,2,0,0,Pass,Vladimír Coufal,Czech Republic,71.0,43.0,Duel,Ondřej Lingr,Czech Republic,True,10.099999999999994,False,True,False
119691,3938642,2,71,45,00:26:45.276,Duel,Ondřej Lingr,Czech Republic,Czech Republic,110.7,40.1,True,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 20, 'name': 'Left Attacking Midfield'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Ondřej Lingr,Czech Republic,71.0,45.0,Clearance,Guram Kashia,Georgia,False,9.299999999999997,False,True,False
119692,3938642,2,71,45,00:26:45.276,Clearance,Guram Kashia,Georgia,Czech Republic,9.4,40.0,True,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,3,0,0,Duel,Ondřej Lingr,Czech Republic,71.0,45.0,Ball Recovery,David Jurásek,Czech Republic,False,110.6,False,False,False
119693,3938642,2,71,46,00:26:46.859,Ball Recovery,David Jurásek,Czech Republic,Czech Republic,92.7,32.4,,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,2,0,0,Clearance,Guram Kashia,Georgia,71.0,45.0,Carry,David Jurásek,Czech Republic,True,27.299999999999997,False,False,False
119694,3938642,2,71,46,00:26:46.859,Carry,David Jurásek,Czech Republic,Czech Republic,92.7,32.4,True,1.119679,From Corner,,,,,,,,,,,,False,92.9,32.8,0.4472135954999579,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,2,0,0,Ball Recovery,David Jurásek,Czech Republic,71.0,46.0,Dribbled Past,Georges Mikautadze,Georgia,False,27.299999999999997,False,False,False
119695,3938642,2,71,47,00:26:47.979,Dribbled Past,Georges Mikautadze,Georgia,Czech Republic,27.2,47.3,,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,1,1,0,0,0,1,1,3,1,1,Carry,David Jurásek,Czech Republic,71.0,46.0,Dribble,David Jurásek,Czech Republic,False,92.8,False,False,False
119696,3938642,2,71,47,00:26:47.979,Dribble,David Jurásek,Czech Republic,Czech Republic,92.9,32.8,True,0.0,From Corner,,,,,,,,,,,,False,,,,Complete,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,2,0,0,Dribbled Past,Georges Mikautadze,Georgia,71.0,47.0,Carry,David Jurásek,Czech Republic,True,27.099999999999994,False,False,False
119697,3938642,2,71,47,00:26:47.979,Carry,David Jurásek,Czech Republic,Czech Republic,92.9,32.8,True,1.007027,From Corner,,,,,,,,,,,,False,91.8,35.6,3.008321791298272,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,2,0,0,Dribble,David Jurásek,Czech Republic,71.0,47.0,Pressure,Anzor Mekvabishvili,Georgia,False,27.099999999999994,False,False,False
119698,3938642,2,71,48,00:26:48.846,Pressure,Anzor Mekvabishvili,Georgia,Czech Republic,27.4,40.2,,0.251497,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,0,0,1,1,3,0,0,Carry,David Jurásek,Czech Republic,71.0,47.0,Shot,David Jurásek,Czech Republic,False,92.6,False,False,False
119699,3938642,2,71,48,00:26:48.986,Shot,David Jurásek,Czech Republic,Czech Republic,91.8,35.6,True,0.966598,From Corner,,,,,,,,Off T,0.02393963,Right Foot,Normal,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,2,0,0,Pressure,Anzor Mekvabishvili,Georgia,71.0,48.0,Goal Keeper,Giorgi Mamardashvili,Georgia,False,28.200000000000003,False,False,True
119700,3938642,2,71,49,00:26:49.953,Goal Keeper,Giorgi Mamardashvili,Georgia,Czech Republic,2.4,40.1,,0.0,From Corner,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,1,0,0,0,1,1,3,0,0,Shot,David Jurásek,Czech Republic,71.0,48.0,Pass,Giorgi Mamardashvili,Georgia,True,117.6,False,False,False
119701,3938642,2,72,17,00:27:17.916,Pass,Giorgi Mamardashvili,Georgia,Georgia,6.0,45.8,,2.430632,From Goal Kick,Otar Kakabadze,65.10376,High Pass,Incomplete,0.2945464,68.3,64.7,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,1,1,0,0,0,1,1,3,0,0,Goal Keeper,Giorgi Mamardashvili,Georgia,71.0,49.0,Ball Receipt*,Otar Kakabadze,Georgia,True,114.0,False,False,False
119702,3938642,2,72,20,00:27:20.347,Ball Receipt*,Otar Kakabadze,Georgia,Georgia,70.0,64.7,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,1,0,0,0,1,1,3,0,0,Pass,Giorgi Mamardashvili,Georgia,72.0,17.0,Duel,Otar Kakabadze,Georgia,True,50.0,False,False,False
119703,3938642,2,72,20,00:27:20.347,Duel,Otar Kakabadze,Georgia,Georgia,68.3,64.7,True,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 7, 'name': 'Right Wing Back'}",,1,1,0,0,0,1,1,3,0,0,Ball Receipt*,Otar Kakabadze,Georgia,72.0,20.0,Pass,Lukáš Provod,Czech Republic,False,51.7,False,False,False
119704,3938642,2,72,20,00:27:20.347,Pass,Lukáš Provod,Czech Republic,Georgia,51.8,15.4,True,1.665713,From Goal Kick,Tomáš Souček,11.069327,High Pass,Unknown,1.1718357,56.1,25.6,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,0,0,1,1,2,1,0,Duel,Otar Kakabadze,Georgia,72.0,20.0,Ball Receipt*,Tomáš Souček,Czech Republic,True,68.2,False,False,False
119705,3938642,2,72,22,00:27:22.012,Ball Receipt*,Tomáš Souček,Czech Republic,Georgia,57.8,26.8,,,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,0,0,1,1,2,0,0,Pass,Lukáš Provod,Czech Republic,72.0,20.0,Foul Committed,Giorgi Kochorashvili,Georgia,False,62.2,False,False,False
119706,3938642,2,72,22,00:27:22.390,Foul Committed,Giorgi Kochorashvili,Georgia,Georgia,63.7,53.9,,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,0,0,1,1,3,0,0,Ball Receipt*,Tomáš Souček,Czech Republic,72.0,22.0,Foul Won,Tomáš Souček,Czech Republic,False,56.3,False,False,False
119707,3938642,2,72,22,00:27:22.390,Foul Won,Tomáš Souček,Czech Republic,Georgia,56.4,26.2,True,0.0,From Goal Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,0,0,1,1,2,0,0,Foul Committed,Giorgi Kochorashvili,Georgia,72.0,22.0,Pass,Robin Hranáč,Czech Republic,True,63.6,False,False,False
119708,3938642,2,72,40,00:27:40.658,Pass,Robin Hranáč,Czech Republic,Czech Republic,54.3,27.4,,1.658188,From Free Kick,Ladislav Krejčí,10.704205,Ground Pass,,-1.052809,59.6,18.1,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,1,1,0,0,0,1,1,2,0,0,Foul Won,Tomáš Souček,Czech Republic,72.0,22.0,Ball Receipt*,Ladislav Krejčí,Czech Republic,True,65.7,False,False,False
119709,3938642,2,72,42,00:27:42.316,Ball Receipt*,Ladislav Krejčí,Czech Republic,Czech Republic,59.6,18.1,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Pass,Robin Hranáč,Czech Republic,72.0,40.0,Carry,Ladislav Krejčí,Czech Republic,True,60.4,False,False,False
119710,3938642,2,72,42,00:27:42.316,Carry,Ladislav Krejčí,Czech Republic,Czech Republic,59.6,18.1,,2.348707,From Free Kick,,,,,,,,,,,,False,74.5,15.2,15.179591562357665,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Ladislav Krejčí,Czech Republic,72.0,42.0,Pass,Ladislav Krejčí,Czech Republic,True,60.4,False,False,False
119711,3938642,2,72,44,00:27:44.665,Pass,Ladislav Krejčí,Czech Republic,Czech Republic,74.5,15.2,,1.739489,From Free Kick,Lukáš Provod,20.637102,Ground Pass,,-0.6027865,91.5,3.5,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Carry,Ladislav Krejčí,Czech Republic,72.0,42.0,Ball Receipt*,Lukáš Provod,Czech Republic,True,45.5,False,False,False
119712,3938642,2,72,46,00:27:46.404,Ball Receipt*,Lukáš Provod,Czech Republic,Czech Republic,91.5,3.5,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,0,0,1,1,2,1,0,Pass,Ladislav Krejčí,Czech Republic,72.0,44.0,Carry,Lukáš Provod,Czech Republic,True,28.5,False,False,False
119713,3938642,2,72,46,00:27:46.404,Carry,Lukáš Provod,Czech Republic,Czech Republic,91.5,3.5,,1.338118,From Free Kick,,,,,,,,,,,,False,99.7,4.7,8.287339742040267,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,0,0,1,1,2,1,0,Ball Receipt*,Lukáš Provod,Czech Republic,72.0,46.0,Pass,Lukáš Provod,Czech Republic,True,28.5,False,False,False
119714,3938642,2,72,47,00:27:47.742,Pass,Lukáš Provod,Czech Republic,Czech Republic,99.7,4.7,,0.979684,From Free Kick,David Jurásek,6.8183575,Ground Pass,,-3.0681953,92.9,4.2,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,1,1,0,0,0,1,1,2,1,0,Carry,Lukáš Provod,Czech Republic,72.0,46.0,Ball Receipt*,David Jurásek,Czech Republic,True,20.299999999999997,False,True,False
119715,3938642,2,72,48,00:27:48.722,Ball Receipt*,David Jurásek,Czech Republic,Czech Republic,92.9,4.2,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,2,0,0,Pass,Lukáš Provod,Czech Republic,72.0,47.0,Carry,David Jurásek,Czech Republic,True,27.099999999999994,False,False,False
119716,3938642,2,72,48,00:27:48.722,Carry,David Jurásek,Czech Republic,Czech Republic,92.9,4.2,,0.111652,From Free Kick,,,,,,,,,,,,False,92.7,4.1,0.22360679774998174,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,David Jurásek,Czech Republic,72.0,48.0,Pass,David Jurásek,Czech Republic,True,27.099999999999994,False,False,False
119717,3938642,2,72,48,00:27:48.834,Pass,David Jurásek,Czech Republic,Czech Republic,92.7,4.1,,1.310401,From Free Kick,Ladislav Krejčí,12.355565,Ground Pass,,2.4478908,83.2,12.0,,,,,False,,,,,False,,"{'id': 8, 'name': 'Left Wing Back'}",,1,1,0,0,0,1,1,2,0,0,Carry,David Jurásek,Czech Republic,72.0,48.0,Ball Receipt*,Ladislav Krejčí,Czech Republic,True,27.299999999999997,False,False,False
119718,3938642,2,72,50,00:27:50.144,Ball Receipt*,Ladislav Krejčí,Czech Republic,Czech Republic,83.2,12.0,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Pass,David Jurásek,Czech Republic,72.0,48.0,Carry,Ladislav Krejčí,Czech Republic,True,36.8,False,False,False
119719,3938642,2,72,50,00:27:50.144,Carry,Ladislav Krejčí,Czech Republic,Czech Republic,83.2,12.0,,0.454015,From Free Kick,,,,,,,,,,,,False,83.2,12.6,0.5999999999999996,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Ladislav Krejčí,Czech Republic,72.0,50.0,Pass,Ladislav Krejčí,Czech Republic,True,36.8,False,False,False
119720,3938642,2,72,50,00:27:50.598,Pass,Ladislav Krejčí,Czech Republic,Czech Republic,83.2,12.6,,0.863634,From Free Kick,Tomáš Souček,14.169333,Ground Pass,,1.4718299,84.6,26.7,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,1,1,0,0,0,1,1,2,0,0,Carry,Ladislav Krejčí,Czech Republic,72.0,50.0,Ball Receipt*,Tomáš Souček,Czech Republic,True,36.8,False,False,False
119721,3938642,2,72,51,00:27:51.462,Ball Receipt*,Tomáš Souček,Czech Republic,Czech Republic,84.6,26.7,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,0,0,1,1,2,0,0,Pass,Ladislav Krejčí,Czech Republic,72.0,50.0,Carry,Tomáš Souček,Czech Republic,True,35.400000000000006,False,False,False
119722,3938642,2,72,51,00:27:51.462,Carry,Tomáš Souček,Czech Republic,Czech Republic,84.6,26.7,,2.448627,From Free Kick,,,,,,,,,,,,False,77.8,33.1,9.338094023943,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Tomáš Souček,Czech Republic,72.0,51.0,Pass,Tomáš Souček,Czech Republic,True,35.400000000000006,False,False,False
119723,3938642,2,72,53,00:27:53.911,Pass,Tomáš Souček,Czech Republic,Czech Republic,77.8,33.1,,1.375484,From Free Kick,Tomáš Holeš,17.500286,Ground Pass,,1.5765105,77.7,50.6,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,1,1,0,0,0,1,1,2,0,0,Carry,Tomáš Souček,Czech Republic,72.0,51.0,Ball Receipt*,Tomáš Holeš,Czech Republic,True,42.2,False,False,False
119724,3938642,2,72,55,00:27:55.286,Ball Receipt*,Tomáš Holeš,Czech Republic,Czech Republic,77.7,50.6,,,From Free Kick,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,0,0,1,1,2,0,0,Pass,Tomáš Souček,Czech Republic,72.0,53.0,Carry,Tomáš Holeš,Czech Republic,True,42.3,False,False,False
119725,3938642,2,72,55,00:27:55.286,Carry,Tomáš Holeš,Czech Republic,Czech Republic,77.7,50.6,,3.072722,From Free Kick,,,,,,,,,,,,False,83.2,55.4,7.299999999999998,,False,,"{'id': 3, 'name': 'Right Center Back'}",,1,1,0,0,0,1,1,2,0,0,Ball Receipt*,Tomáš Holeš,Czech Republic,72.0,55.0,Pass,Tomáš Holeš,Czech Republic,True,42.3,False,False,False
